sample_id,text,mcd,pesq,stoi,utmos,f0_correlation,wer
VIVOSSPK39_079,CHÚNG TA PHẢI TÌM RA MỘT GIẢI PHÁP THÍCH HỢP ĐỒNG THỜI PHẢI ĐẶT VẤN ĐỀ SỨC KHỎE CỦA NGƯỜI DÂN LÊN TRÊN HẾT,904.3089992876785,1.0383096933364868,0.19470844157133393,1.3567692041397095,0.27588380202617235,0.20833333333333334
VIVOSSPK39_080,TỚ CŨNG HƠI SỢ NHƯNG GỌI NGƯỜI LỚN XUỐNG ĐUỔI HẮN ĐI THÌ KHÔNG SAO,816.9096357449088,1.1754121780395508,0.18273339125694463,1.3859000205993652,-0.02260272605840636,0.06666666666666667
VIVOSSPK39_081,CÓ NHỮNG ĐƠN ĐẶT HÀNG TỪ Ý PHÁP NƠI MÀ NHỮNG CHIẾC XE NÀY ĐÃ ĐƯỢC XUẤT XƯỞNG CÁCH ĐÂY MẤY CHỤC NĂM,881.6537057896068,1.1153801679611206,0.17994435950466015,1.438253402709961,0.08434066968418742,0.13043478260869565
VIVOSSPK39_082,HƠN MỘT NĂM LÀM THẦY Ở LỚP ĐIÊU KHẮC NÀY CHƯA BAO GIỜ THẦY KHÔNG NHÌN THẤY NỤ CƯỜI TRÊN GƯƠNG MẶT CỦA THÀNH,812.8552415489984,1.0749592781066895,0.02495987593279553,1.3279896974563599,0.21900594710464136,0.0
VIVOSSPK39_083,ĐÓ LÀ VIỆC LỰA CHỌN CẨN THẬN MỘT CHUỖI HOẠT ĐỘNG KHÁC BIỆT ĐỂ TẠO RA MỘT TẬP HỢP GIÁ TRỊ ĐỘC ĐÁO,918.1769917505381,1.2244879007339478,0.1797419219298468,1.4278959035873413,0.23649421597471254,0.08695652173913043
VIVOSSPK39_084,SAU KHI THỪA NHẬN HÀNH VI VI PHẠM LÃNH HẢI VIỆT NAM CŨNG NHƯ KÝ VÀO BIÊN BẢN BẮT GIỮ KÝ VÀO HẢI ĐỒ VỊ TRÍ VI PHẠM CHỦ QUYỀN,914.1495881128179,1.034989595413208,0.21114465654200013,1.3427293300628662,0.33141888822163856,0.0
VIVOSSPK39_085,NGƯỜI BUÔN VẢI THƯỜNG LẤY TÊN VẢI THIỀU THANH HÀ RA CHÀO MỜI KHÁCH DÙ PHẦN LỚN VẢI BÁN TRÊN THỊ TRƯỜNG CÓ XUẤT XỨ TỪ ĐỦ CÁC NGUỒN,893.2399651960236,1.0326297283172607,0.2132443426991532,1.2996872663497925,0.2714304838281465,0.10344827586206896
VIVOSSPK39_086,NĂM NAY CHÚNG TÔI SẼ RA MỘT TỜ BÁO VÀ MỘT TẠP CHÍ VỀ VĂN HÓA DOANH NHÂN,859.3954921354645,1.055092453956604,0.15137006025332686,1.3915456533432007,0.40924505216709156,0.05555555555555555
VIVOSSPK39_087,NẾU MUỐN HUY ĐỘNG ĐƯỢC NHIỀU HƠN PHẢI ĐẶT GIÁ HUY ĐỘNG CAO HƠN VÀ LẠI PHẢI NÂNG LÃI SUẤT LÊN VÀ SẼ THÀNH MỘT VÒNG LUẨN QUẨN,870.336414792932,1.0411436557769775,0.18416549685089448,1.3132742643356323,0.2855251388931987,0.0
VIVOSSPK39_088,TRƯỚC TIÊN PHẢI NÓI ĐẾN SỰ ĐẦU TƯ DÀI HẠN NGHIÊM TÚC NGHIÊN CỨU VÀ PHÁT TRIỂN CÔNG NGHỆ SẢN PHẨM MỚI,882.5649182801722,1.0378152132034302,0.2136975228234682,1.4299018383026123,0.35897104410503383,0.0
VIVOSSPK39_089,THỨ ĐẬU HŨ THIÊN HẠ ĐỆ NHẤT THỐI NÀY ĐƯỢC CHIÊN NGẬP TRONG CHẢO DẦU VÀ DÙNG KÈM VỚI NƯỚC TƯƠNG ĐƯỢC HÂM NÓNG VÀ CẢI BẮP MUỐI,889.7077633273198,1.0307766199111938,0.08878068025377457,1.3436505794525146,0.14924798765688124,0.10714285714285714
VIVOSSPK39_090,NHƯ VẬY NGHỆ THUẬT SÂN KHẤU ĐÃ TRỞ THÀNH MỘT PHẢN ÁNH CỦA CUỘC SỐNG CON NGƯỜI NÓI CHUNG,856.6830347545705,1.042080044746399,0.14455960457115505,1.4530571699142456,0.09217812928124386,0.0
VIVOSSPK39_091,RỒI ĐÂY NÓ SẼ MẤT CÁI TÊN MINH EM TÊN MÀ CÁC MẸ ĐẶT CHO ĐỂ NHỚ ĐẾN HOÀN CẢNH MINH LƯỢM ĐƯỢC BÉ,893.8839899039497,1.032288908958435,0.21569312906376953,1.463006615638733,0.15706316620625094,0.16666666666666666
VIVOSSPK39_092,CHỈ ĐẾN KHI THẤY ĐAU NHÓI VÀ MÁU TUÔN XỐI XẢ EM MỚI HOẢNG SỢ BỎ CHẠY,795.9004851447883,1.0544967651367188,0.08656753307119472,1.4146708250045776,0.4890818557024447,0.0
VIVOSSPK39_093,VIỆC THAM GIA VÀO MẠNG SẢN XUẤT VÀ CHUỖI GIÁ TRỊ TOÀN CẦU ĐÃ TRỞ THÀNH YÊU CẦU ĐỐI VỚI CÁC NỀN KINH TẾ,849.3269830411638,1.0682352781295776,0.15689773622568098,1.4963973760604858,0.011436210703596744,0.0
VIVOSSPK39_094,ĐÂY LÀ NHIỆT ĐỘ CAO KỶ LỤC TỪ TRƯỚC ĐẾN NAY Ở KHU VỰC NÀY,881.4874514485327,1.1140880584716797,0.15857054430739928,1.4564013481140137,0.08771940786337479,0.0
VIVOSSPK39_095,NÓ KHÔNG CÒN CÁI CẢM GIÁC CỦA NHỮNG NGÀY ĐẦU TÔI ĐẶT CHÂN ĐẾN ĐÂY VÀ GẶP ANH,830.3944185117979,1.073664903640747,0.14315060781981245,1.380081295967102,0.5831626074115592,0.0
VIVOSSPK39_096,NGOÀI CỔNG NGHI MÔN CÓ BA CỬA RỘNG HAI BÊN LÀ GÁC CHUÔNG GÁC TRỐNG,818.310801840398,1.1101073026657104,0.15563907572367444,1.3563625812530518,0.26412244423112186,0.7333333333333333
VIVOSSPK39_097,TÔI MUỐN HỎI LIỆU CÓ MÙI HƯƠNG SEN NHÂN TẠO LÀ MỘT LOẠI HÓA CHẤT KHÔNG,829.8740068116941,1.0349513292312622,0.11072953266244852,1.3459913730621338,0.1502351296809027,0.3125
VIVOSSPK39_098,NGOÀI RA CÒN NHẬN LÀM HỒ SƠ SỨC KHỎE VÀ KHÁM ĐỊNH KỲ CHO CẢ GIA ĐÌNH,848.6065788022482,1.0318158864974976,0.182478969210221,1.4682608842849731,0.29750572583217827,0.058823529411764705
VIVOSSPK39_099,TUY NHIÊN NẾU HỌ KHÔNG THẤY TÔI HỮU DỤNG CHÚNG TÔI ĐÃ KHÔNG THỂ LÀM VIỆC CÙNG NHAU KHI TÔI Ở VAI TRÒ BỘ TRƯỞNG CẤP CAO NÀY,858.6763999375721,1.0304688215255737,0.16496307934899565,1.3531761169433594,0.5292637709922517,0.0
VIVOSSPK39_100,VÀ XÉT THEO HÌNH DÁNG CỦA NHỮNG PHẦN XÁC TÀU BỊ BIẾN DẠNG THÌ CÓ NHIỀU KHẢ NĂNG ĐÂY LÀ MỘT VỤ NỔ KHÔNG VA CHẠM,900.0008188710079,1.0287035703659058,0.11168837207145055,1.413507103919983,0.15628463368569862,0.038461538461538464
VIVOSSPK39_101,VÀ RẰNG THẾ HỆ QUẢ DÂU TÂY LÀ MỘT VẤN ĐỀ GÂY ĐAU ĐẦU CHO NHỮNG NGƯỜI CHỦ LAO ĐỘNG,887.208231461037,1.130395531654358,0.15604948006965452,1.3289363384246826,0.21710257483187667,0.1
VIVOSSPK39_102,ANH BẮT ĐẦU TÌM TÒI HỌC HỎI CÁCH THỨC SẢN XUẤT NÔNG SẢN THEO PHƯƠNG PHÁP MỚI,812.1131886332012,1.036144495010376,0.0004483399357939639,1.4518851041793823,0.20499433497718972,0.0
VIVOSSPK39_103,KHÁCH NỮ MỚI KỂ CÁC ANH ĐÃ ĐI DU LỊCH BẰNG LẠC ĐÀ Ở AI CẬP CHƯA,802.1731658419516,1.0818181037902832,0.2913234640300686,1.3462750911712646,0.5209614520235039,0.11764705882352941
VIVOSSPK39_104,VÌ VẬY CHỈ NÊN TRÁNH CHO TRẺ ĂN NHỮNG MÓN ĂN MÀ TRẺ THẬT SỰ DỊ ỨNG,873.9992584606534,1.036268949508667,0.09975142474945,1.4678210020065308,0.48362282267838647,0.11764705882352941
VIVOSSPK39_105,DÙ VẬY AI CŨNG KHÁ HÀO HỨNG KHI CHỨNG KIẾN NHỮNG CÚ BAY NGOẠN MỤC CỦA CÁC TAY ĐUA,868.0384686581319,1.0468642711639404,0.2170298442682174,1.3712959289550781,0.23947280917046157,0.05263157894736842
VIVOSSPK39_106,NHỮNG BÃI CÁT TRẮNG TÔ ĐIỂM BỞI NHỮNG BÃI ĐÁ GẬP GHỀNH NHIỀU HÌNH THÙ NGỘ NGHĨNH NHỮNG RẶNG DƯƠNG XANH NGÚT VÀ NHỮNG CON NGƯỜI CHÀI LƯỚI CHẤT PHÁC,832.7505630376955,1.0377455949783325,0.15595975358135064,1.343166470527649,0.1727139323471842,0.06666666666666667
VIVOSSPK39_107,RIÊNG CÔNG TY THÉP MIỀN NAM CŨNG ĐÃ CUNG CẤP CẢ CHỤC NGÀN TẤN CHO CÁC KHU VỰC NÀY,835.3425000788932,1.0908350944519043,0.11854463988429519,1.3823249340057373,-0.18392446046364375,0.21052631578947367
VIVOSSPK39_108,THÔNG THƯỜNG NGƯỜI TA BẢO RẰNG GIỮA CÁI CỔ ĐIỂN VÀ CÁI HIỆN ĐẠI VỐN CÓ MỘT SỰ ĐỐI LẬP RÕ RỆT,856.945349241981,1.0471833944320679,0.18788040225457453,1.3292732238769531,-0.0031386266105065653,0.2727272727272727
VIVOSSPK39_109,MỘT MÙI HÔI THẬT KHÓ CHỊU BỖNG TỎA RA TỪ ĐÂU ĐÓ TRÊN XE HÀNH KHÁCH PHẢI BỊT MŨI LẠI VÌ KHÔNG CHỊU ĐƯỢC,908.8444439529987,1.0643049478530884,0.11291362595597718,1.3606330156326294,0.038001800720271074,0.041666666666666664
VIVOSSPK39_110,ĐÚNG VẬY KHÔNG KIỂM SOÁT ĐƯỢC TÌNH TRẠNG NÀY THÌ KHÔNG CHỈ NGƯỜI TIÊU DÙNG BỊ THIỆT THÒI MÀ NỀN SẢN XUẤT TRONG NƯỚC CŨNG BỊ ẢNH HƯỞNG,873.7608418633072,1.0319174528121948,0.19747347281123584,1.3309305906295776,0.13864337410363342,0.03571428571428571
VIVOSSPK39_111,DO LẼ HAI TẬP ĐOÀN NÀY ĐÃ CÙNG LAO VÀO CƠN LỐC ĐẦU TƯ NHÀ NHÀ MUA NHÀ KIẾM LỜI TRONG NHỮNG NĂM QUA,891.235916250405,1.0427626371383667,0.14486961775958843,1.308544635772705,0.0008726823937616319,0.041666666666666664
VIVOSSPK39_112,MẤT DANH DỰ TIÊU TAN SỰ NGHIỆP TÌNH CẢM GIA ĐÌNH BỊ TỔN THƯƠNG LIỆU ANH CÓ ĐƯỢC VỢ THA THỨ,841.9840517379885,1.0677552223205566,0.16835036156347333,1.370620846748352,0.5369854690483926,0.047619047619047616
VIVOSSPK39_113,TÔI SẼ NHẬN CON VÀO LÀM NHƯNG TÔI KHẲNG ĐỊNH VẪN COI CON NHƯ NGƯỜI BÌNH THƯỜNG,810.4483022920623,1.0398409366607666,0.20768390217339372,1.3551186323165894,0.12210309962291406,0.23529411764705882
VIVOSSPK39_114,DẠ CON BÉ LÁU LIẾN CON TRÔNG KHOẺ ĐẸP THẾ NÀY NHƯNG THẤP BÉ NHẤT LỚP,834.9162741808071,1.075347900390625,0.19394465333857266,1.4601269960403442,0.3890583964982983,0.375
VIVOSSPK39_115,SONG CỨ VỀ ĐẾN NHÀ LÀ CHỊ CHUI VÀO CHIẾC VÁY QUÂY LÙNG THÙNG BẾ CON ĐI CHƠI KHẮP KHU PHỐ,882.3282823099286,1.0266419649124146,0.2891791103770574,1.3505853414535522,0.18919917271804704,0.0
VIVOSSPK39_116,HAI NĂM SAU LINH LÀ MỘT TRONG NĂM NGƯỜI VƯỢT QUA CÁC KỲ THI KIỂM TRA ĐỂ TRỞ THÀNH PHI CÔNG,818.2566332895858,1.0387766361236572,0.1577706068107249,1.4182460308074951,0.5356090702961654,0.0
VIVOSSPK39_117,HÔM ẤY TRẺ THƠ SẼ THẤY MÁI ĐẦU BẠC CỦA ÔNG CHA CHÚ CỦA CHÚNG NGHIÊNG MÌNH TRÊN KÍNH HIỂN VI BÊN ỐNG NGHIỆM,874.1445201453574,1.0525403022766113,0.169957186048715,1.382854700088501,0.31178165176263684,0.08333333333333333
VIVOSSPK39_118,ĐÂY LÀ QUYẾT ĐỊNH Ở TẦM VĨ MÔ KHÔNG NHÌN THUẦN TÚY VỀ MẶT KINH TẾ MÀ NHÌN Ở MẶT PHÁT TRIỂN KINH TẾ XÃ HỘI CỦA CẢ KHU VỰC,841.2466846829882,1.056580901145935,0.14759717933767466,1.4147109985351562,0.03685527030376792,0.0
VIVOSSPK39_119,BÊN CẠNH ĐÓ CÁC NHÀ SƯ CŨNG PHẢN ĐỐI VIỆC DỒN NGÂN SÁCH CHO ĐỒN CẢNH SÁT,850.6091282724118,1.0350176095962524,0.13200371276337206,1.4305765628814697,0.47317658110759314,0.0
VIVOSSPK39_120,KHÔNG CÓ CÂU TRẢ LỜI RÕ RÀNG VÀ CHÚNG TÔI ĐÀNH HIỂU RẰNG HỌ ĐANG SỐNG LÂY LẤT,823.5767722039551,1.0423325300216675,0.1406185497760234,1.2833495140075684,-0.17575946330327055,0.16666666666666666
VIVOSSPK39_121,TRẠM TRƯỞNG KIM CHO BIẾT MỖI NGÀY CHIA NĂM CA ỐP SÁNG TRƯA CHIỀU TỐI VÀ ĐÊM VÀO NHỮNG GIỜ CÓ THỦY TRIỀU HOẶC BIỂN ĐỘNG,770.9702530884292,1.0425889492034912,0.168717515836166,1.4279688596725464,0.23380389689044065,0.2692307692307692
VIVOSSPK39_122,VỀ PHƯƠNG PHÁP NHỮNG NGÀY ĐẦU NHẬP HỌC CÁN BỘ THƯỜNG GIÁO DỤC QUÁN TRIỆT CHO HỌC VIÊN ĐỒNG THỜI KẾT HỢP VỚI THUYẾT PHỤC ĐỘNG VIÊN KHEN THƯỞNG,807.5849601935081,1.037069320678711,0.14588260148609927,1.350823163986206,0.046687477433961615,0.0
VIVOSSPK39_123,CŨNG MAY CHƯA KỊP BỊ MẤY CON KIẾN ĐÁNH MÙI KHÔNG THÌ TIÊU ĐỜI NHÀ VĂN CHÍ CAO CHẾT MÀ CŨNG CHƯA YÊN THÂN,833.0576743543244,1.0532987117767334,0.07437748142024019,1.3481957912445068,0.04309172220068811,0.16666666666666666
VIVOSSPK39_124,ĐẶC BIỆT MỘT SỐ TRƯỜNG ĐẠI HỌC CÂU LẠC BỘ SẼ TỔ CHỨC SÂN THƠ TRẺ CŨNG VÀO NGÀY NÀY,899.4465752559505,1.0407408475875854,0.15489270658019594,1.3840638399124146,-0.3015188577777132,0.2
VIVOSSPK39_125,LỚP CON CHÁU NỐI NGHIỆP CHỊ NHƯ VŨ LUÂN KIM TIỂU LONG QUẾ TRÂN TÚ SƯƠNG BẢO CÔ BA VẪN LÀ NGƯỜI ĐẦU TÀU NỐI LIỀN CẢI LƯƠNG NAM BẮC,951.157110928501,1.0281263589859009,0.17521651000561672,1.2728132009506226,0.33391513843221904,0.16666666666666666
VIVOSSPK39_126,NGƯỢC LẠI BẠN XEM MUA SẮM NHƯ MỘT NHIỆM VỤ MÀ BẠN PHẢI THỰC THI KHI LÀ NGƯỜI NỘI TRỢ TRONG GIA ĐÌNH,903.6703164610609,1.0340402126312256,0.20265678019799827,1.340559720993042,0.3336983319842073,0.0
VIVOSSPK39_127,KHÔNG KỊP VẬN ĐỘNG PHƯỜNG THÌ TỤI MÌNH BỎ TIỀN TÚI RA ỨNG MUA TẬP VỞ CHO CÁC EM TRƯỚC RỒI TÍNH SAU THẢNH CHO BIẾT,817.5873049333566,1.0380580425262451,0.22765449088256037,1.3823639154434204,0.13939435547326612,0.15384615384615385
VIVOSSPK39_128,TÔI HOÀN TOÀN KHÔNG ĐƯỢC BÁO TRƯỚC VIỆC NÀY NÊN CHƯA THỂ THU XẾP CHỖ Ở ỔN ĐỊNH NGAY CHO ÔNG ẤY GIÁM ĐỐC NHỔN ĐẶNG NGỌC TUẤN CHO BIẾT,858.7934527402787,1.0267233848571777,0.16406433537670498,1.435259222984314,-0.028518767487444814,0.1
VIVOSSPK39_129,DÙ CHẲNG CÓ GÌ NHIỀU ĐỂ ĂN NHƯNG NHỮNG GÌ BA MẸ TÔI NẤU ĐỀU TƯƠI NGUYÊN VÀ RẤT NGON,863.0093216992502,1.0290918350219727,0.19104633347004726,1.3365801572799683,0.20076574726467072,0.2
VIVOSSPK39_130,NHỮNG PHÉP TÍNH SẼ LẦN LƯỢT RƠI BÉ PHẢI BẤM TRÊN BÀN PHÍM CON SỐ KẾT QUẢ ĐỂ KIẾM ĐƯỢC NHIỀU ĐIỂM,843.8420892611755,1.0285253524780273,0.16491646106575758,1.4422359466552734,0.17083002670808342,0.18181818181818182
VIVOSSPK39_131,SÂN NHÀ SẼ TIẾP THÊM ĐỘNG LỰC CHO ĐÀ NẴNG TRÁI VƯỢT QUA THỂ CÔNG PHẢI ẢNH SĨ HUYÊN,892.9528156463895,1.0704947710037231,0.13556884242304923,1.490206003189087,0.23135790525051464,0.15789473684210525
VIVOSSPK39_132,RỒI MỘT LẦN KHÔNG KÌM CHẾ ĐƯỢC BẢN THÂN ANH ĐÃ THỔ LỘ TÌNH CẢM CÙNG K,866.7800338825162,1.0417917966842651,0.2495053706996538,1.552173376083374,0.17649085104850876,0.11764705882352941
VIVOSSPK39_133,NHƯNG MỘT THỰC TẾ CHO THẤY MỨC TIỀN LƯƠNG MÀ NGƯỜI LAO ĐỘNG HIỆN ĐANG ĐƯỢC NHẬN CHƯA ĐỦ ĐÁP ỨNG CHO ĐỜI SỐNG CỦA HỌ,872.6596645760354,1.0277245044708252,0.13028342139549515,1.3630555868148804,0.31916883482689007,0.038461538461538464
VIVOSSPK39_134,RANH GIỚI GIỮA VĂN HÓA QUỐC GIA VỚI QUỐC TẾ NGÀY CÀNG MỜ ĐI NGƯỜI DÂN THỤY ĐIỂN CÓ THỂ ĐƯỢC XEM LÀ CÔNG DÂN TOÀN CẦU,863.8554007247386,1.0223665237426758,0.21826966666493958,1.3356353044509888,0.2567628990493479,0.14814814814814814
VIVOSSPK39_135,CUỘC HỌP MẶT KẾT NỐI CÁC DỰ ÁN KHÁ GẦN GŨI VÀ THÂN MẬT ẢNH HÀ THANH,820.8729368069274,1.0696648359298706,0.17182269980324189,1.383835792541504,0.44415463877962347,0.11764705882352941
VIVOSSPK39_136,TỪ KHI CÓ HÒA ĐỊNH KIẾN ĐÓ ĐÃ ĐƯỢC THAY ĐỔI CÔ ẤY NHƯ MỘT NGƯỜI QUẢN GIA CỦA CHÚNG TÔI CHĂM SÓC MỌI CHUYỆN,866.735049618866,1.0268306732177734,0.19126514450102755,1.4184699058532715,0.14586981975260266,0.04
VIVOSSPK39_137,SỰ ĐỔI THAY ẤY CHO THẤY CÓ MỘT SỨC SỐNG MỚI ĐANG LAN TỎA VÀ LÀM ĐÀ NẴNG PHÁT TRIỂN TỪNG NGÀY,873.6074267808166,1.0443538427352905,0.17196196856120372,1.411763310432434,0.41705570470625913,0.0
VIVOSSPK39_138,BỆNH NHÂN ĐÃ BỆNH TẬT KHỔ TỪ BÉ GIA ĐÌNH KHÔNG MẤY SĂN SÓC BÁC SĨ NGUYỄN NHƯ LÂM THỔ LỘ,833.9614831848306,1.0248624086380005,0.141135544892348,1.5920164585113525,0.20836666685621336,0.23809523809523808
VIVOSSPK39_139,TUY NHIÊN CHÚNG TA ĐỪNG NÊN VỊN VÀO ĐÓ MÀ ĐI QUÁ XA GIỚI HẠN GIAO TIẾP,795.4974073990389,1.0248212814331055,0.22194906112984766,1.4004954099655151,0.19636951755712903,0.058823529411764705
VIVOSSPK39_140,VỚI NHỮNG QUÃNG ĐƯỜNG NGẮN HẠN CHẾ SỬ DỤNG XE MÁY MÀ ĐI BỘ HOẶC XE ĐẠP,859.754429072507,1.0275682210922241,0.053898250697274865,1.6603895425796509,0.24887583198739335,0.0
VIVOSSPK39_141,THẤY HAI CÁNH CỬA SỔ BÊN HÔNG ĐÓNG CHẶT CÓ BUỘC DÂY THÉP GÃ LẤY BÁNG SÚNG GIÁNG MẠNH VÀO HAI CÁNH CỬA NHƯNG KHÔNG MỞ TUNG RA ĐƯỢC,871.5876333429205,1.0575824975967407,0.2143410236356237,1.4241065979003906,0.10410415657484949,0.13793103448275862
VIVOSSPK39_142,SAU ĐÓ HÃY BÌNH TĨNH NGHE CÁC CHUYÊN GIA VỀ GIÁO DỤC NHỮNG NGƯỜI CHỊU TRÁCH NHIỆM LÊN CHƯƠNG TRÌNH NHỮNG NGƯỜI LÀM SÁCH GIÁO KHOA GIẢI THÍCH XEM,895.052175000617,1.0631417036056519,0.15422830850827654,1.5151886940002441,0.002797746211684876,0.0
VIVOSSPK39_143,THEO ÔNG XUÂN HAI BỘ TÀI CHÍNH VÀ THƯƠNG MẠI VẪN ĐANG TIẾP TỤC THEO DÕI DIỄN BIẾN TÌNH HÌNH,862.34139910126,1.1187845468521118,0.15533277138326204,1.4848142862319946,0.2454866338747687,0.15
VIVOSSPK39_144,BẠN CẦN ĐƯỢC TƯ VẤN NHỮNG THẮC MẮC VỀ SỨC KHỎE CỦA MÌNH CỦA NGƯỜI THÂN,918.9171703220165,1.0535327196121216,0.1289174026600299,1.3403687477111816,0.3967766533061017,0.125
VIVOSSPK39_145,CHIẾC VÁY BẰNG LỤA MÀU HỒNG PHẤN VỪA VẶN VỚI THÂN HÌNH MẢNH MAI NHỎ NHẮN CỦA MÌNH KHIẾN CÔ VỪA Ý,793.8343016850029,1.0254563093185425,0.1536169143507367,1.5244431495666504,0.4988779005052461,0.13636363636363635
VIVOSSPK39_146,ĐƯỢC ĐI HỌC VÀ LÊN LỚP LÀ NIỀM MONG ƯỚC NỖI KHÁT KHAO CỦA BẤT KỲ AI,756.8911625966692,1.0350476503372192,0.2330933663412041,1.5490933656692505,0.007923758599929923,0.058823529411764705
VIVOSSPK39_147,HIỆN BAN QUẢN LÝ VƯỜN CHIM BẠC LIÊU LÀM CHUỒNG VÀ NUÔI CON TRĂN ĐỂ DU KHÁCH ĐẾN CHIÊM NGƯỠNG,751.3143322278457,1.0490810871124268,0.20343074913191964,1.3661563396453857,0.6364959860844591,0.2
VIVOSSPK39_148,NHỮNG PHÚT SAU ĐÓ THẾ TRẬN DIỄN RA TƯƠNG ĐỐI CÂN BẰNG VỚI CHỦ YẾU NHỮNG PHA TRANH CHẤP Ở KHU VỰC GIỮ SÂN,748.9526583862078,1.0922131538391113,0.1478691391852289,1.43462073802948,0.27932471424701283,0.16666666666666666
